etapa,tiempo_promedio_ms,min_ms,max_ms,std_ms,frames_analizados
YOLO_deteccion,379.38570976257324,154.6938419342041,937.145471572876,285.4302137582368,9
SAM_segmentacion,598362.6387649112,272886.2781524658,1408963.7157917023,328710.3018998358,9
MiDaS_profundidad,354.8222647772895,180.7568073272705,1012.094259262085,254.4121313790258,9
MediaPipe_landmarks,152.46815151638455,54.35919761657715,343.9202308654785,99.41445542004786,9
Pipeline_total,599316.4196279314,273353.9650440216,1410688.169002533,329041.47797773645,9
