yolo_latency,sam_latency,midas_latency,mediapipe_latency,total_latency,objetos_detectados,gesto,frame,video
271.0607051849365,288887.3040676117,294.77429389953613,61.67149543762207,289536.1931324005,2,,50,CookingInTheNight.mp4
154.6938419342041,272886.2781524658,188.58933448791504,98.99759292602539,273353.9650440216,2,,100,CookingInTheNight.mp4
